rep_idx,acc,asr,initial_acc,initial_asr,input_tokens,output_tokens,total_time_sec,defense_method,gamma,attack_method,attackpos,model_name,dataset_name,dataset_size
0,0.74,0.15,0.74,0.15,655036,14859,40.71,MIS,1.0,PIA,0,llama3b,realtimeqa_allrel,100
1,0.74,0.15,0.74,0.15,655096,14873,37.38,MIS,1.0,PIA,0,llama3b,realtimeqa_allrel,100
2,0.74,0.15,0.74,0.15,655096,14873,37.39,MIS,1.0,PIA,0,llama3b,realtimeqa_allrel,100
